ntsb_no,aircraft_key,ev_date,ev_month,ev_weekday,latitude,longitude,ev_city,ev_state,ev_country,inj_tot_f,inj_tot_s,ev_highest_injury,damage,far_part,acft_category,type_fly,CICTTEvent,CICTTPhase
WPR16CA147,1,6/25/2016,6,Saturday,332200N,1203460W,Beckwourth,CA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
ERA16LA231,1,6/26/2016,6,Sunday,260004N,0801427W,Hollywood,FL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ICL
CEN16LA235,1,6/26/2016,6,Sunday,410341N,0875019W,Kankakee,IL,USA,0,0,NONE,SUBS,091 ,AIR ,SKYD,FUEL,ICL
GAA16CA349,1,6/26/2016,6,Sunday,393948N,1195239W,Reno,NV,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
GAA16CA375,1,6/26/2016,6,Sunday,474532N,1164443W,Hayden Lake,ID,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
WPR16LA171,1,6/26/2016,6,Sunday,480428N,1131425W,Schafer Meadows,MT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
WPR16LA132,1,6/27/2016,6,Monday,324508N,1152754W,El Centro,CA,USA,0,0,NONE,SUBS,137 ,HELI,AAPL,SCF-PP,ENR
CEN16LA236,1,6/27/2016,6,Monday,422321N,0830015W,Detroit,MI,USA,1,0,FATL,SUBS,091 ,AIR ,BANT,FUEL,APR
ANC16CA041,1,6/27/2016,6,Monday,612617N,1484005W,Palmer,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
GAA16CA345,1,6/28/2016,6,Tuesday,475415N,1221618W,Everett,WA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,LDG
DCA16CA197,1,6/28/2016,6,Tuesday,330600N,1142400W,Yuma,AZ,USA,0,0,,SUBS,091 ,AIR ,FLTS,SCF-NP,APR
WPR16LA137,1,6/28/2016,6,Tuesday,325922N,1153011W,Brawley,CA,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,LOC-I,ICL
GAA16CA343,1,6/29/2016,6,Wednesday,392503N,0772228W,Frederick,MD,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
ANC16CA036,1,6/29/2016,6,Wednesday,584044N,1563858W,King Salmon,AK,USA,0,0,NONE,SUBS,091 ,AIR ,AOBV,ARC,LDG
ERA16LA235,1,6/29/2016,6,Wednesday,332225N,0843505W,Peachtree City,GA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,SCF-PP,ICL
ERA16CA237,1,6/29/2016,6,Wednesday,413056N,0751506W,Honesdale,PA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,RE,TOF
GAA16LA352,1,6/29/2016,6,Wednesday,282031N,0804116W,Merritt Island,FL,USA,0,0,NONE,SUBS,091 ,AIR ,INST,SCF-PP,LDG
ERA16LA236,1,6/30/2016,6,Thursday,341900N,0810629W,Winnsboro,SC,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-I,LDG
GAA16CA354,1,6/30/2016,6,Thursday,412637N,1064939W,Saratoga,WY,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,RE,LDG
CEN16LA243,1,6/30/2016,6,Thursday,401326N,0832103W,Marysville,OH,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ICL
GAA16CA359,1,6/30/2016,6,Thursday,350931N,1015026W,Amarillo,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOLI,ICL
GAA16CA362,1,6/30/2016,6,Thursday,391758N,1145019W,Ely,NV,USA,0,0,NONE,SUBS,PUBU,AIR ,PUBF,ARC,LDG
GAA16CA365,1,6/30/2016,6,Thursday,325438N,0994403W,Stamford,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,GCOL,TXI
GAA16CA358,1,7/1/2016,7,Friday,400000N,1115024W,Bountiful,UT,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LALT,MNV
GAA16CA363,1,7/1/2016,7,Friday,341603N,0865131W,Cullman,AL,USA,0,0,NONE,SUBS,091 ,HELI,INST,ARC,LDG
GAA16CA364,1,7/1/2016,7,Friday,390831N,0964008W,Manhattan,KS,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
ERA16CA303,1,7/1/2016,7,Friday,441914N,0694750W,Augusta,ME,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,APR
WPR16LA133,1,7/2/2016,7,Saturday,450547N,1134123W,Salmon,ID,USA,0,0,NONE,SUBS,091 ,AIR ,INST,SCF-PP,MNV
WPR16LA134,1,7/2/2016,7,Saturday,325941N,1153106W,Brawley,CA,USA,0,0,NONE,SUBS,137 ,HELI,AAPL,SCF-PP,MNV
ERA16LA242,1,7/2/2016,7,Saturday,383413N,0752752W,Laurel,DE,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,SCF-PP,MNV
CEN16LA244,1,7/2/2016,7,Saturday,320556N,0952649W,Bullard,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-NP,TOF
GAA16CA360,1,7/2/2016,7,Saturday,255954N,0801429W,Pembroke Pines,FL,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,LDG
ERA16LA255,1,7/2/2016,7,Saturday,415811N,0735152W,Rhinebeck,NY,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
CEN16FA240,1,7/3/2016,7,Sunday,431854N,0834219W,Frankenmuth,MI,USA,2,0,FATL,DEST,091 ,AIR ,PERS,LOC-I,MNV
ERA16FA238,1,7/3/2016,7,Sunday,261516N,0802456W,Weston,FL,USA,1,0,FATL,DEST,091 ,AIR ,PERS,LOC-I,ENR
ANC16LA038,1,7/3/2016,7,Sunday,593540N,1511449W,Halibut Cove,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,CTOL,LDG
GAA16CA355,1,7/3/2016,7,Sunday,410003N,0983656W,Cairo,NE,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
ERA16CA241,1,7/3/2016,7,Sunday,404906N,0725200W,Shirley,NY,USA,0,0,NONE,SUBS,091 ,AIR ,BANT,LOC-G,LDG
ANC16CA040,1,7/3/2016,7,Sunday,643049N,1652308W,Nome,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,USOS,LDG
CEN16FA241,1,7/4/2016,7,Monday,385145N,1060925W,Buena Vista,CO,USA,1,0,FATL,DEST,091 ,AIR ,PERS,SCF-PP,ENR
WPR16LA135,1,7/4/2016,7,Monday,471924N,1163409W,St. Maries,ID,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,FUEL,APR
CEN16LA250,1,7/4/2016,7,Monday,323820N,0914625W,Oak Ridge,LA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,TOF
WPR16LA138,1,7/4/2016,7,Monday,420444N,1241960W,Brookings,OR,USA,3,0,FATL,DEST,091 ,AIR ,PERS,CTOL,ICL
ERA16LA244,1,7/4/2016,7,Monday,412811N,0712534W,Narragansett,RI,USA,0,0,NONE,SUBS,091 ,AIR ,BANT,SCF-PP,MNV
CEN16LA246,1,7/5/2016,7,Tuesday,422426N,0882226W,Wonder Lake,IL,USA,0,0,NONE,SUBS,091 ,AIR ,INST,USOS,LDG
GAA16CA368,1,7/5/2016,7,Tuesday,294842N,0982534W,Spring Branch,TX,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,LDG
DCA16FA199,1,7/6/2016,7,Wednesday,321446N,0965511W,Italy,TX,USA,2,0,FATL,DEST,091 ,HELI,FLTS,SCF-NP,MNV
CEN16LA251,1,7/6/2016,7,Wednesday,283951N,0964637W,Placedo,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,FUEL,ENR
CEN16CA258,1,7/6/2016,7,Wednesday,450811N,0871114W,Ephraim,WI,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
GAA16CA370,1,7/6/2016,7,Wednesday,432907N,0710958W,New Durham,NH,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
ERA16LA272,1,7/6/2016,7,Wednesday,361012N,0835420W,Maynardville,TN,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
CEN16LA256,1,7/7/2016,7,Thursday,410934N,1044903W,Cheyenne,WY,USA,0,0,NONE,SUBS,091 ,AIR ,INST,WSTRW,ICL
CEN16LA259,1,7/7/2016,7,Thursday,331049N,0974943W,Bridgeport,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
CEN16LA260,1,7/7/2016,7,Thursday,361724N,0895911E,Kennett,MO,USA,1,0,FATL,DEST,137 ,AIR ,AAPL,LOC-I,MNV
GAA16CA367,1,7/7/2016,7,Thursday,351844N,0915244W,Searcy,AR,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,RE,LDG
GAA16CA377,1,7/7/2016,7,Thursday,425354N,0721615W,Keene,NH,USA,0,0,NONE,SUBS,091 ,AIR ,INST,USOS,EMG
CEN16FA261,1,7/8/2016,7,Friday,294902N,0953957W,Houston,TX,USA,4,0,FATL,DEST,091 ,AIR ,PERS,OTHR,TOF
GAA16CA369,1,7/8/2016,7,Friday,451110N,1091528W,Red Lodge,MT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,WILD,TOF
GAA16CA371,1,7/8/2016,7,Friday,324841N,1170817W,San Diego,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,GCOL,TXI
WPR16LA139,1,7/8/2016,7,Friday,363946N,1213623W,Salinas,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
CEN16LA263,1,7/9/2016,7,Saturday,413103N,0883616W,Newark,IL,USA,1,0,FATL,SUBS,091 ,WSFT,PERS,LOC-G,LDG
GAA16CA366,1,7/10/2016,7,Sunday,423036N,1232317W,Grants Pass,OR,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
CEN16LA264,1,7/10/2016,7,Sunday,422122N,0835046W,Dexter,MI,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
GAA16CA472,1,7/10/2016,7,Sunday,205352N,1562548W,Kahului,HI,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ERA16LA253,1,7/11/2016,7,Monday,384115N,0752133W,Georgetown,DE,USA,1,0,FATL,NONE,PUBU,HELI,PUBS,EXTL,MNV
ERA16FA248,1,7/11/2016,7,Monday,365258N,0884044W,Hickory,KY,USA,1,0,FATL,SUBS,091 ,HELI,BUS ,SCF-NP,APR
GAA16CA373,1,7/11/2016,7,Monday,370317N,0843652W,Somerset,KY,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
CEN16WA268,1,7/14/2016,7,Thursday,455713N,0135143E,Ajdovscina,FN,SI,4,0,FATL,DEST,NUSN,AIR ,,UNK,UNK
GAA16CA378,1,7/14/2016,7,Thursday,394703N,1043215W,Denver,CO,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
ERA16LA260,1,7/14/2016,7,Thursday,351228N,0892340W,Somerville,TN,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
GAA16CA376,1,7/15/2016,7,Friday,462742N,1140442W,Stevensville,MT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,TOF
CEN16LA266,1,7/15/2016,7,Friday,375935N,0970624W,Whitewater,KS,USA,1,0,FATL,DEST,091 ,GYRO,PERS,LOC-I,MNV
ERA16FA257,1,7/16/2016,7,Saturday,424650N,0741955W,Esperance,NY,USA,3,1,FATL,DEST,091 ,AIR ,PERS,CTOL,ICL
ERA16LA258,1,7/16/2016,7,Saturday,421234N,0710930W,Westwood,MA,USA,1,1,FATL,SUBS,091 ,AIR ,PERS,FUEL,APR
ERA16LA261,1,7/16/2016,7,Saturday,342719N,0845621W,Calhoun,GA,USA,0,0,NONE,SUBS,091 ,HELI,PERS,LOC-G,STD
CEN16LA299,1,7/16/2016,7,Saturday,420212N,0892334W,Mt Morris,IL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
WPR16LA142,1,7/17/2016,7,Sunday,460956N,1212939W,Mt. Adams,WA,USA,0,0,NONE,SUBS,PUBU,HELI,PUBL,LOC-I,LDG
WPR16LA146,1,7/17/2016,7,Sunday,435025N,1163005W,Emmett,ID,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,MAC,ENR
CEN16FA269,1,7/18/2016,7,Monday,462440N,0874607W,Ishpeming,MI,USA,2,0,FATL,SUBS,091 ,AIR ,PERS,LOC-I,APR
WPR16FA144,1,7/18/2016,7,Monday,413551N,1115052W,Logan,UT,USA,1,0,FATL,DEST,091 ,AIR ,PERS,LOC-I,MNV
CEN16LA273,1,7/18/2016,7,Monday,431960N,0893115W,Lodi,WI,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
ANC16LA048,1,7/18/2016,7,Monday,591438N,1353125W,Haines,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
GAA16CA383,1,7/18/2016,7,Monday,355647N,0812919W,Lenoir,NC,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,UIMC,ENR
GAA16CA386,1,7/18/2016,7,Monday,383937N,0903845W,Chesterfield,MO,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
ERA16LA263,1,7/19/2016,7,Tuesday,383756N,0775238W,Warrenton,VA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,RE,TOF
CEN16LA274,1,7/19/2016,7,Tuesday,424749N,0882228W,East Troy,WI,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
ANC16LA046,1,7/19/2016,7,Tuesday,595645N,1562134W,Illiamna,AK,USA,0,0,NONE,SUBS,091 ,AIR ,BUS ,SCF-NP,LDG
ANC16LA047,1,7/19/2016,7,Tuesday,612543N,1425530W,McCarthy,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,TOF
ANC16CA055,1,7/19/2016,7,Tuesday,610944N,1463254W,Valdez,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,USOS,LDG
ANC16CA049,1,7/20/2016,7,Wednesday,602018N,1461529W,Cordova,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
GAA16CA391,1,7/20/2016,7,Wednesday,391224N,0840106W,Blanchester,OH,USA,0,0,NONE,SUBS,091 ,GLI ,PERS,LOC-G,LDG
ERA16CA302,1,7/20/2016,7,Wednesday,355200N,0822021W,Burnsville,NC,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ADRM,LDG
CEN16FA278,1,7/21/2016,7,Thursday,362220N,0973939W,Fairmont,OK,USA,2,0,FATL,SUBS,091 ,AIR ,PERS,LOC-I,MNV
CEN16FA276,1,7/21/2016,7,Thursday,413318N,0881227W,Plainfield,IL,USA,1,0,FATL,DEST,091 ,AIR ,PERS,LOC-I,ENR
CEN16CA277,1,7/21/2016,7,Thursday,390346N,0953504W,Topeka,KS,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,LALT,MNV
CEN16LA288,1,7/21/2016,7,Thursday,445759N,0922315E,Baldwin,WI,USA,0,0,NONE,SUBS,091 ,AIR ,SKYD,RE,LDG
CEN16LA281,1,7/22/2016,7,Friday,395226N,0834114W,Springfield,OH,USA,2,0,FATL,DEST,091 ,AIR ,PERS,AMAN,ENR
ERA16LA266,1,7/22/2016,7,Friday,280344N,0814514W,Winter Haven,FL,USA,1,1,FATL,SUBS,091 ,AIR ,PERS,SCF-NP,ICL
GAA16CA390,1,7/22/2016,7,Friday,361720N,0952842W,Claremore,OK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,TOF
WPR16FA148,1,7/23/2016,7,Saturday,384810N,1214603W,Zamora,CA,USA,1,0,FATL,SUBS,137 ,AIR ,AAPL,MAC,ENR
WPR16FA148,2,7/23/2016,7,Saturday,384810N,1214603W,Zamora,CA,USA,1,0,FATL,SUBS,137 ,AIR ,AAPL,MAC,ENR
WPR16LA149,1,7/23/2016,7,Saturday,351500N,1181760W,Lancaster,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,APR
WPR16LA150,1,7/23/2016,7,Saturday,374942N,1213733W,Byron,CA,USA,0,0,NONE,SUBS,091 ,AIR ,SKYD,SCF-NP,ENR
ERA16LA268,1,7/23/2016,7,Saturday,274848N,0802944W,Sebastian,FL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ICL
ERA16LA271,1,7/23/2016,7,Saturday,403703N,0741440W,Linden,NJ,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
GAA16CA395,1,7/23/2016,7,Saturday,362114N,0954812W,Collinsville,OK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,TOF
CEN16FA282,1,7/24/2016,7,Sunday,411957N,0962619W,Leshara,NE,USA,2,0,FATL,SUBS,091 ,AIR ,PERS,LOC-I,MNV
ERA16LA270,1,7/24/2016,7,Sunday,395359N,0800922W,Waynesburg,PA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,FUEL,ICL
GAA16CA426,1,7/24/2016,7,Sunday,331348N,0803224W,Cordova,SC,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,RE,LDG
ERA16FA269,1,7/25/2016,7,Monday,402120N,0795557W,West Mifflin,PA,USA,1,0,FATL,SUBS,091 ,AIR ,PERS,SCF-NP,LDG
CEN16LA284,1,7/25/2016,7,Monday,404958N,0885808W,Minonk,IL,USA,0,0,NONE,SUBS,137 ,HELI,AAPL,GCOL,STD
GAA16CA393,1,7/25/2016,7,Monday,412540N,0922240W,What Cheer,IA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,MNV
GAA16CA410,1,7/26/2016,7,Tuesday,471604N,1223441W,Gig Harbor,WA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,LDG
WPR16FA152,1,7/27/2016,7,Wednesday,380137N,1202446W,Columbia,CA,USA,4,0,FATL,SUBS,091 ,AIR ,PERS,LOC-I,ICL
GAA16CA394,1,7/27/2016,7,Wednesday,372845N,1053756W,Alamosa,CO,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,TOF
GAA16CA397,1,7/27/2016,7,Wednesday,410813N,0882636W,Dwight,IL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
GAA16CA398,1,7/27/2016,7,Wednesday,331205N,0971153W,Denton,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
GAA16CA399,1,7/27/2016,7,Wednesday,442829N,0943204W,Bird Island ,MN,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,LALT,MNV
CEN16LA291,1,7/28/2016,7,Thursday,411742N,0970609W,David City,NE,USA,1,0,FATL,SUBS,137 ,AIR ,AAPL,LOC-I,MNV
CEN16FA290,1,7/28/2016,7,Thursday,434648N,0882920W,Fond du Lac,WI,USA,1,1,FATL,SUBS,091 ,AIR ,PERS,FUEL,STD
CEN16FA295,1,7/28/2016,7,Thursday,435844N,0911249E,Holmen,WI,USA,1,0,FATL,DEST,091 ,AIR ,PERS,LOC-I,APR
GAA16CA402,1,7/28/2016,7,Thursday,355844N,1150759W,Henderson,NV,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
GAA16CA403,1,7/28/2016,7,Thursday,435002N,1114818W,Rexburg,ID,USA,0,0,NONE,SUBS,091 ,AIR ,INST,CTOL,TOF
GAA16CA388,1,7/29/2016,7,Friday,444724N,0714935W,Island Pond,VT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-I,LDG
WPR16FA153,1,7/29/2016,7,Friday,410138N,1240037W,McKinleyville,CA,USA,4,0,FATL,DEST,135 ,AIR ,,F-NI,ENR
CEN16LA292,1,7/29/2016,7,Friday,422136N,0945905W,Sac City,IA,USA,1,0,FATL,DEST,137 ,AIR ,AAPL,CFIT,MNV
GAA16CA400,1,7/29/2016,7,Friday,404752N,0742454W,MORRISTOWN,NJ,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,RAMP,TXI
GAA16CA404,1,7/29/2016,7,Friday,335816N,1124740W,Wickenburg,AZ,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,OTHR,LDG
CEN16LA303,1,7/29/2016,7,Friday,453340N,0955118W,Morris,MN,USA,0,0,NONE,SUBS,137 ,HELI,AAPL,CFIT,MNV
CEN16LA293,1,7/30/2016,7,Saturday,435849N,0883327W,Oshkosh,WI,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,RE,TOF
CEN16LA294,1,7/30/2016,7,Saturday,435929N,0883335W,Oshkosh,WI,USA,0,0,NONE,SUBS,091 ,HELI,BUS ,SCF-PP,APR
DCA16MA204,1,7/30/2016,7,Saturday,294800N,0973560W,Lockhart,TX,USA,16,0,FATL,DEST,091 ,BALL,BUS ,CFIT,APR
GAA16CA408,1,7/30/2016,7,Saturday,373727N,1205658W,Modesto,CA,USA,0,0,NONE,SUBS,PUBU,HELI,PUBL,OTHR,EMG
GAA16CA415,1,7/30/2016,7,Saturday,281740N,0812622W,Kissimmee,FL,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,TOF
CEN16LA297,1,7/31/2016,7,Sunday,413457N,0883232W,Newark,IL,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
GAA16CA406,1,7/31/2016,7,Sunday,480447N,1131440W,Kalispell,MT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-I,ICL
ANC16CA053,1,7/31/2016,7,Sunday,613942N,1570843W,Sleetmute,AK,USA,0,0,NONE,SUBS,091 ,AIR ,BUS ,LOC-I,TOF
WPR16FA154,1,8/1/2016,8,Monday,453710N,1211006W,The Dalles,OR,USA,1,0,FATL,DEST,091 ,AIR ,PERS,LOC-I,APR
WPR16LA155,1,8/1/2016,8,Monday,400106N,1112858W,Spanish Fork,UT,USA,0,0,NONE,SUBS,135 ,AIR ,,OTHR,ENR
GAA16CA407,1,8/1/2016,8,Monday,454638N,1225149W,Scappoose,OR,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
GAA16CA411,1,8/1/2016,8,Monday,333755N,1144301W,Blythe,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-I,ICL
WPR16FA157,1,8/2/2016,8,Tuesday,341153N,1182907W,Van Nuys,CA,USA,1,0,FATL,SUBS,091 ,AIR ,PERS,LOC-I,ICL
WPR16FA158,1,8/2/2016,8,Tuesday,350623N,1114327W,Flagstaff,AZ,USA,1,0,FATL,DEST,091 ,AIR ,PERS,UNK,ENR
ANC16CA050,1,8/2/2016,8,Tuesday,644534N,1472332W,North Pole,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
ERA16FA279,1,8/2/2016,8,Tuesday,302226N,0862815W,Destin,FL,USA,1,0,FATL,DEST,091 ,AIR ,PERS,AMAN,ICL
WPR16LA159,1,8/2/2016,8,Tuesday,441313N,1165427W,Weiser,ID,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,SCF-PP,MNV
GAA16CA414,1,8/2/2016,8,Tuesday,343254N,0890128W,New Albany,MS,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
GAA16CA419,1,8/2/2016,8,Tuesday,470701N,1092235W,Lewiston,MT,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,CTOL,TOF
CEN16LA309,1,8/2/2016,8,Tuesday,441304N,0883258W,Neenah,WI,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,ENR
GAA16CA421,1,8/2/2016,8,Tuesday,335557N,0780418W,Oak Island,NC,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
GAA16CA412,1,8/3/2016,8,Wednesday,343903N,1064937W,Belen,NM,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
CEN16FA304,1,8/3/2016,8,Wednesday,295952N,0912420W,Jeanerette,LA,USA,1,0,FATL,SUBS,091 ,HELI,AOBV,LOC-I,MNV
GAA16CA416,1,8/3/2016,8,Wednesday,333813N,1160923W,Palm Springs,CA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,LDG
GAA16CA417,1,8/3/2016,8,Wednesday,475409N,1221659W,Everett,WA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ADRM,TXI
ANC16CA051,1,8/4/2016,8,Thursday,593507N,1511946W,Homer,AK,USA,0,0,NONE,SUBS,091 ,HELI,BUS ,BIRD,ENR
DCA16CA207,1,8/4/2016,8,Thursday,390000N,0760000W,Baltimore,MD,USA,0,0,NONE,SUBS,121 ,AIR ,,RAMP,PBT
CEN16LA313,1,8/4/2016,8,Thursday,390329N,0835439E,Mt. Orab,OH,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,MNV
GAA16CA423,1,8/4/2016,8,Thursday,381759N,0755314W,Bivalve,MD,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
CEN16LA310,1,8/5/2016,8,Friday,412455N,0933341W,Indianola,IA,USA,2,0,FATL,DEST,091 ,AIR ,PERS,LOC-I,ENR
CEN16LA314,1,8/5/2016,8,Friday,465331N,0981137W,Valley City,ND,USA,0,0,NONE,SUBS,137 ,AIR ,AAPL,FUEL,MNV
GAA16CA424,1,8/5/2016,8,Friday,435239N,1212709W,Sunriver,OR,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
CEN16LA332,1,8/5/2016,8,Friday,371350N,0935549W,Miller,MO,USA,0,0,NONE,SUBS,091 ,AIR ,FLTS,LOC-I,MNV
CEN16LA356,1,8/5/2016,8,Friday,313644N,0971349W,Waco,TX,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,ARC,LDG
CEN16FA307,1,8/6/2016,8,Saturday,352151N,0991216W,Burns Flat,OK,USA,1,0,FATL,DEST,091 ,AIR ,FLTS,LOC-I,TOF
ERA16LA280,1,8/6/2016,8,Saturday,421941N,0723640W,Northampton,MA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,SCF-PP,ICL
CEN16FA308,1,8/6/2016,8,Saturday,412551N,0881458W,Channahon,IL,USA,1,0,FATL,SUBS,091 ,GLI ,PERS,LOC-I,ICL
GAA16CA422,1,8/6/2016,8,Saturday,452542N,1225632W,Hillsborough,OR,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,UIMC,LDG
GAA16CA471,1,8/6/2016,8,Saturday,391650N,0834033W,Hillsboro,OH,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,USOS,LDG
WPR16FA160,1,8/7/2016,8,Sunday,390138N,1193612W,Minden,NV,USA,1,0,FATL,SUBS,091 ,GLI ,PERS,UNK,ENR
GAA16CA420,1,8/7/2016,8,Sunday,433011N,1141741W,Hailey,ID,USA,0,0,NONE,SUBS,091 ,AIR ,INST,LOC-G,LDG
ANC16CA056,1,8/7/2016,8,Sunday,614330N,1480409W,Chickaloon,AK,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,SCF-PP,APR
CEN16LA312,1,8/8/2016,8,Monday,352357N,0910007W,Hickory Ridge,AR,USA,1,0,FATL,SUBS,137 ,AIR ,AAPL,LALT,MNV
WPR16LA163,1,8/8/2016,8,Monday,334804N,1182006W,Torrance,CA,USA,0,0,NONE,SUBS,091 ,AIR ,INST,ARC,LDG
GAA16CA425,1,8/9/2016,8,Tuesday,324853N,1170824W,San Diego,CA,USA,0,0,NONE,SUBS,091 ,AIR ,PERS,LOC-G,LDG
